dataset_id,dataset_label,analysis_id,analysis_group,measure,direction,question,reference_condition,target_condition,observed_reference,observed_target,observed_target_minus_reference,emmean_reference,emmean_target,emmean_reference_ci_low,emmean_reference_ci_high,emmean_target_ci_low,emmean_target_ci_high,fixed_effect_estimate,fixed_effect_ci_low,fixed_effect_ci_high,fixed_effect_statistic,fixed_effect_p,model_error
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,overall_prime_active_vs_passive,overall_prime_contrast,logprob,passive,Does a passive prime yield more passive preference than an active prime?,active,passive,0.35208779526653955,0.6308704074117691,0.2787826121452296,0.35208779526653405,0.630870407411767,0.3434631876468921,0.360712402886176,0.622245799792125,0.639495015031409,0.278782612145233,0.27265284374499843,0.2849123805454675,89.19132574744486,0,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,baseline_eos_vs_empty,baseline_bias,logprob,passive,Is the empty baseline more passive-biased than the EOS baseline?,no_prime_eos,no_prime_empty,0.5396184294152527,0.5099953702981642,-0.029623059117088513,0.5396184294152437,0.5099953702981518,0.5260007506613511,0.5532361081691364,0.4963776915442592,0.5236130490520444,-0.029623059117091968,-0.04117891199842905,-0.018067206235754883,-5.0272317175233585,5.402107090510494e-7,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,baseline_eos_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the EOS baseline?,no_prime_eos,filler,0.5396184294152527,0.43136804364956616,-0.10825038576568657,0.5396184294152525,0.4313680436495641,0.5278260379252668,0.5514108209052382,0.4195756521595784,0.4431604351395498,-0.1082503857656884,-0.11921262855314957,-0.09728814297822724,-19.36560362898124,6.025093949572201e-77,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,baseline_empty_vs_filler,baseline_bias,logprob,passive,Is the filler baseline more passive-biased than the empty baseline?,no_prime_empty,filler,0.5099953702981642,0.43136804364956616,-0.07862732664859806,0.5099953702981631,0.43136804364956305,0.4983574116867146,0.5216333289096116,0.41973008503811454,0.44300600226101156,-0.07862732664860003,-0.09078934201345734,-0.06646531128374272,-12.678531801926946,1.5510314255735745e-35,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,active_priming_vs_no_prime_eos,active_priming,logprob,active,Does an active prime increase active preference relative to the EOS baseline?,no_prime_eos,active,-0.5396184294152527,-0.35208779526653955,0.18753063414871318,-0.5396184294152536,-0.3520877952665408,-0.5512653237811916,-0.5279715350493156,-0.36373468963247885,-0.3404409009006028,0.1875306341487128,0.1750762840682118,0.1999849842292138,29.52923223155359,2.4416444693457364e-160,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,active_priming_vs_no_prime_empty,active_priming,logprob,active,Does an active prime increase active preference relative to the empty baseline?,no_prime_empty,active,-0.5099953702981642,-0.35208779526653955,0.15790757503162467,-0.5099953702981661,-0.35208779526654177,-0.5214858764469301,-0.49850486414940204,-0.36357830141530584,-0.3405972891177777,0.1579075750316243,0.1448490404595117,0.17096610960373693,23.714257061986807,3.1407159722404455e-110,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,active_priming_vs_filler,active_priming,logprob,active,Does an active prime increase active preference relative to the filler baseline?,filler,active,-0.43136804364956616,-0.35208779526653955,0.07928024838302661,-0.4313680436495675,-0.35208779526654166,-0.4406228292118411,-0.4221132580872939,-0.36134258082881526,-0.34283300970426805,0.0792802483830258,0.07107573017842526,0.08748476658762634,18.95016175703139,5.318247506369247e-74,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,passive_priming_vs_no_prime_eos,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the EOS baseline?,no_prime_eos,passive,0.5396184294152527,0.6308704074117691,0.09125197799651641,0.539618429415252,0.6308704074117698,0.5283138597053075,0.5509229991251964,0.6195658377018254,0.6421749771217142,0.09125197799651781,0.07861884679126369,0.10388510920177194,14.1655122082675,1.4858613754225105e-43,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,passive_priming_vs_no_prime_empty,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the empty baseline?,no_prime_empty,passive,0.5099953702981642,0.6308704074117691,0.12087503711360492,0.5099953702981606,0.6308704074117683,0.49885199196419594,0.5211387486321252,0.6197270290778036,0.6420137857457329,0.12087503711360768,0.10769923720367433,0.13405083702354104,17.991220727872605,2.251547259732467e-67,NA
gpt2_overlap_jabberwocky,GPT-2 lexical-overlap Jabberwocky,passive_priming_vs_filler,passive_priming,logprob,passive,Does a passive prime increase passive preference relative to the filler baseline?,filler,passive,0.43136804364956616,0.6308704074117691,0.19950236376220298,0.43136804364955283,0.6308704074117597,0.4225479413161975,0.4401881459829082,0.6220503050784044,0.639690509745115,0.19950236376220692,0.19139070799638752,0.20761401952802633,48.232473655134925,0,NA
